Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0)
2521,533253090,1226.0,7.111512116496157,0.0,0.0,NA,1,TwnhsE,TA,Gd,1,0,Gd,419.0,807.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,NA,Fa,1,CBlock,1,Typ,484.0,2,TA,Fin,TA,Attchd,1226.0,7.111512116496157,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,3874.0,12.846304541014252,Inside,IR1,0.0,120,RL,0.0,None,NA,0.0,7,Greens,78.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,1226.0,211.0,2452.0,18.81628932166539,AllPub,133.0,1980,1980,2006,190000.0,12.154779351142624
2522,533253160,1226.0,7.111512116496157,0.0,0.0,NA,1,TwnhsI,TA,Gd,1,0,Gd,48.0,652.0,526.0,GLQ,Rec,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Plywood,NA,TA,1,CBlock,1,Typ,484.0,2,TA,Fin,TA,Attchd,1226.0,7.111512116496157,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,3876.0,12.847483735576336,Inside,IR1,0.0,120,RL,0.0,None,NA,0.0,7,Greens,60.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,1226.0,193.0,2452.0,18.81628932166539,AllPub,133.0,1978,1978,2006,170000.0,12.043553716032399
2523,533350050,1842.0,7.518607216815252,0.0,0.0,NA,0,1Fam,TA,Gd,2,0,Ex,32.0,1810.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,WdShing,WdShing,NA,Gd,1,CBlock,0,Typ,894.0,3,TA,Fin,TA,Attchd,1842.0,7.518607216815252,1,GasA,Gd,1Story,1,Gd,Low,Gtl,50271.0,19.52104674369646,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,11,Veenker,72.0,5,9,Y,0.0,NA,WdShngl,Gable,Normal,WD,0.0,Pave,5,2.5,1842.0,929.0,3684.0,20.836514754846476,AllPub,857.0,1981,1987,2006,385000.0,12.86099861326992
2524,534125210,1193.0,7.084226422097916,0.0,0.0,NA,2,2FmCon,TA,No,1,0,Gd,191.0,962.0,0.0,GLQ,Unf,Y,RRAn,Feedr,SBrkr,0.0,TA,TA,Plywood,Plywood,MnPrv,NA,0,CBlock,2,Typ,501.0,2,TA,Fin,TA,Attchd,1193.0,7.084226422097916,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13110.0,15.808351747035076,Corner,IR1,0.0,190,RL,144.0,BrkFace,NA,0.0,7,NWAmes,153.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1153.0,293.0,2346.0,18.606717663286314,AllPub,140.0,1972,1972,2006,146500.0,11.894780707439258
2525,534126060,1222.0,7.108244139731541,698.0,0.0,NA,4,1Fam,TA,No,0,0,TA,570.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,GdPrv,TA,1,CBlock,3,Typ,487.0,2,TA,RFn,TA,Attchd,1920.0,7.560080465021827,0,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,10192.0,15.166680840244657,Inside,IR1,0.0,080,RL,143.0,BrkFace,NA,0.0,9,NWAmes,98.0,6,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,3.0,570.0,98.0,2490.0,18.88965476782098,AllPub,0.0,1968,1992,2006,170000.0,12.043553716032399
2526,534127190,2156.0,7.6760099320288875,0.0,290.0,NA,3,1Fam,TA,No,0,0,TA,1203.0,297.0,68.0,BLQ,Rec,Y,PosN,Norm,SBrkr,0.0,TA,TA,BrkFace,HdBoard,NA,Gd,1,CBlock,2,Typ,508.0,2,TA,RFn,Gd,Attchd,2156.0,7.6760099320288875,0,GasA,TA,1Story,1,TA,Lvl,Gtl,20781.0,17.025058593988785,CulDSac,IR2,0.0,020,RL,0.0,None,NA,0.0,6,NWAmes,80.0,7,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,9,2.0,1568.0,370.0,3724.0,20.892378011206837,AllPub,0.0,1968,2003,2006,262500.0,12.478006361013815
2527,534127270,708.0,6.56244409369372,708.0,0.0,NA,3,1Fam,TA,No,0,0,TA,304.0,404.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,776.0,2,TA,RFn,TA,Attchd,1416.0,7.255591274253665,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,11700.0,15.516352089877774,Corner,Reg,0.0,060,RL,420.0,BrkFace,NA,0.0,5,NWAmes,169.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,119.0,Pave,7,2.5,708.0,288.0,2124.0,18.14200093614762,AllPub,0.0,1968,1968,2006,179900.0,12.100156419938624
2528,534128210,1512.0,7.321188556739478,1142.0,0.0,NA,4,1Fam,TA,Mn,1,0,TA,435.0,619.0,0.0,BLQ,Unf,Y,PosA,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,Gd,1,CBlock,2,Typ,619.0,2,TA,Unf,TA,Attchd,2654.0,7.8838232148921525,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,11029.0,15.36609494459372,Corner,IR1,0.0,060,RL,220.0,BrkFace,NA,0.0,8,NWAmes,65.0,7,6,Y,0.0,NA,CompShg,Gable,Normal,WD,222.0,Pave,9,3.5,1054.0,287.0,3708.0,20.870090585860172,AllPub,0.0,1968,1984,2006,250000.0,12.429216196844383
2529,534129230,1012.0,6.919683849847411,778.0,0.0,NA,4,1Fam,TA,No,1,0,TA,485.0,247.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,CBlock,1,Min2,484.0,2,TA,RFn,TA,Attchd,1790.0,7.489970898834801,2,GasA,Gd,2Story,1,TA,Lvl,Gtl,10400.0,15.217575742391544,Inside,Reg,0.0,060,RL,288.0,None,NA,0.0,11,NWAmes,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,147.0,Pave,8,3.0,732.0,295.0,2522.0,18.950744662153884,AllPub,148.0,1972,1972,2006,165150.0,12.014609430818936
2530,534175100,1334.0,7.195937226475569,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,713.0,553.0,68.0,BLQ,LwQ,Y,RRAn,Norm,SBrkr,35.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,477.0,2,TA,RFn,TA,Attchd,1334.0,7.195937226475569,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10140.0,15.153811121425997,Inside,Reg,0.0,020,RL,264.0,BrkFace,NA,0.0,4,NWAmes,20.0,6,7,Y,0.0,NA,CompShg,Hip,Normal,WD,264.0,Pave,7,3.0,1334.0,319.0,2668.0,19.22184213949948,AllPub,0.0,1967,1967,2006,164500.0,12.010665849187564
2531,534176250,1164.0,7.059617628291383,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,1164.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,528.0,2,TA,Unf,TA,Attchd,1164.0,7.059617628291383,1,GasA,TA,1Story,1,TA,Lvl,Gtl,9600.0,15.016533111252238,Inside,Reg,0.0,020,RL,168.0,BrkFace,NA,0.0,7,NWAmes,0.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,COD,0.0,Pave,6,1.5,1164.0,0.0,2328.0,18.570380829608183,AllPub,0.0,1969,1969,2006,140000.0,11.84939770159144
2532,534201130,980.0,6.887552571664617,0.0,0.0,NA,3,1Fam,TA,Av,0,0,TA,100.0,400.0,480.0,ALQ,Rec,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,384.0,1,TA,Fin,TA,Attchd,980.0,6.887552571664617,0,GasA,Gd,SLvl,1,TA,Lvl,Gtl,9750.0,15.055349293727405,Inside,Reg,0.0,080,RL,0.0,None,NA,0.0,10,Names,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,980.0,68.0,1960.0,17.773050992818334,AllPub,68.0,1967,1967,2006,135500.0,11.816726919301892
2533,534201230,1051.0,6.957497370876951,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,293.0,758.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,Typ,504.0,2,TA,RFn,TA,Attchd,1051.0,6.957497370876951,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,9600.0,15.016533111252238,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,7,Names,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1051.0,0.0,2102.0,18.09386095587437,AllPub,0.0,1968,1968,2006,142000.0,11.863582336583399
2534,534201250,884.0,6.784457062637643,886.0,0.0,NA,4,1Fam,Fa,Mn,1,0,Gd,56.0,361.0,483.0,ALQ,Rec,Y,Feedr,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,530.0,2,TA,RFn,TA,Attchd,1770.0,7.478734825567875,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8640.0,14.754341287137516,Inside,Reg,0.0,060,RL,300.0,BrkFace,Shed,455.0,6,Names,60.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,270.0,Pave,7,2.5,900.0,330.0,2670.0,19.22547251168588,AllPub,0.0,1968,1968,2006,155000.0,11.951180395901384
2535,534201260,976.0,6.883462586413092,0.0,0.0,NA,2,1Fam,TA,Av,1,0,TA,216.0,760.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,Fa,1,CBlock,1,Typ,504.0,2,TA,RFn,TA,Attchd,976.0,6.883462586413092,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,9360.0,14.953276842370311,Inside,Reg,0.0,020,RL,203.0,BrkFace,NA,0.0,8,Names,0.0,7,6,Y,0.0,NA,CompShg,Hip,Abnorml,WD,0.0,Pave,4,2.0,976.0,94.0,1952.0,17.754430321145307,AllPub,94.0,1968,2004,2006,157500.0,11.967180737247824
2536,534201280,1052.0,6.9584483932976555,0.0,0.0,NA,3,1Fam,TA,Av,1,0,TA,36.0,1016.0,0.0,BLQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,GdWo,NA,0,CBlock,1,Typ,288.0,1,TA,RFn,TA,Attchd,1052.0,6.9584483932976555,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,8400.0,14.68470426970406,Inside,Reg,0.0,020,RL,168.0,BrkFace,NA,0.0,11,Names,0.0,5,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,2.5,1052.0,356.0,2104.0,18.098253929552705,AllPub,356.0,1968,1968,2006,138500.0,11.83862560460953
2537,534201300,898.0,6.8001700683022,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Gd,89.0,744.0,0.0,GLQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,326.0,1,TA,RFn,TA,Attchd,898.0,6.8001700683022,0,GasA,Gd,SFoyer,1,TA,Lvl,Gtl,8400.0,14.68470426970406,Inside,Reg,0.0,085,RL,0.0,None,NA,0.0,8,Names,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,833.0,143.0,1731.0,17.214135566333795,AllPub,143.0,1968,1968,2006,140000.0,11.84939770159144
2538,534202020,1051.0,6.957497370876951,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,252.0,799.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,NA,0,CBlock,1,Typ,264.0,1,TA,RFn,TA,Attchd,1051.0,6.957497370876951,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9759.0,15.057661135059787,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,3,Names,88.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1051.0,270.0,2102.0,18.09386095587437,AllPub,182.0,1966,1966,2006,124400.0,11.731257459287216
2539,534202180,1141.0,7.039660349862076,0.0,0.0,NA,3,1Fam,TA,Av,1,0,TA,137.0,602.0,402.0,ALQ,Rec,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,PConc,1,Typ,568.0,1,TA,Unf,TA,Attchd,1141.0,7.039660349862076,0,GasA,Gd,SLvl,1,TA,Lvl,Gtl,9600.0,15.016533111252238,Inside,Reg,0.0,080,RL,140.0,BrkFace,NA,0.0,7,Names,78.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1141.0,78.0,2282.0,18.476488207803374,AllPub,0.0,1967,1967,2006,158000.0,11.970350312009105
2540,534226060,1200.0,7.090076835776092,0.0,0.0,NA,1,1Fam,TA,Mn,1,0,TA,203.0,661.0,0.0,GLQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,MnPrv,NA,0,CBlock,1,Typ,884.0,2,TA,Unf,TA,Detchd,1200.0,7.090076835776092,1,GasA,Gd,1Story,1,Gd,Lvl,Gtl,9230.0,14.918400980369752,Corner,Reg,0.0,020,RL,166.0,BrkFace,NA,0.0,10,Names,64.0,8,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,2.5,864.0,64.0,2064.0,18.009752268934324,AllPub,0.0,1965,1998,2006,146000.0,11.891361900690473
2541,534250300,1097.0,7.00033446027523,896.0,0.0,NA,4,1Fam,TA,No,0,0,TA,409.0,416.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,GdWo,Gd,1,CBlock,2,Typ,495.0,2,TA,RFn,TA,Attchd,1993.0,7.597396320212795,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,14803.0,16.123717213018132,CulDSac,IR1,0.0,060,RL,252.0,BrkFace,NA,0.0,6,NWAmes,66.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,2.5,825.0,66.0,2818.0,19.488275473984544,AllPub,0.0,1971,1971,2006,190000.0,12.154779351142624
2542,534275010,1050.0,6.956545443151569,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,135.0,915.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,Typ,368.0,1,TA,Unf,TA,Attchd,1050.0,6.956545443151569,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10659.0,15.279684309990316,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,1,Names,319.0,6,5,Y,0.0,NA,CompShg,Hip,Normal,COD,0.0,Pave,6,2.0,1050.0,319.0,2100.0,18.08946463707942,AllPub,0.0,1961,1961,2006,136500.0,11.824079893607152
2543,534276010,864.0,6.761572768804055,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,169.0,521.0,174.0,BLQ,LwQ,Y,Feedr,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,CBlock,1,Typ,624.0,2,TA,Unf,TA,Detchd,864.0,6.761572768804055,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9100.0,14.883080194665652,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,7,Names,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,864.0,0.0,1728.0,17.206430349229205,AllPub,0.0,1958,1958,2006,129900.0,11.77452020265869
2544,534276230,1712.0,7.445417556701687,0.0,0.0,NA,4,Duplx,TA,No,0,0,TA,1098.0,528.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,2,Typ,588.0,2,TA,Fin,TA,Attchd,1712.0,7.445417556701687,0,GasA,Ex,1Story,2,TA,Lvl,Gtl,8393.0,14.682646439210538,Corner,Reg,0.0,090,RL,122.0,BrkFace,NA,0.0,6,Names,54.0,5,5,Y,0.0,NA,CompShg,Gable,Family,WD,0.0,Pave,8,2.0,1626.0,326.0,3338.0,20.331871177589626,AllPub,272.0,1959,2005,2006,145000.0,11.884489021402711
2545,534400120,1565.0,7.355641102974253,0.0,0.0,NA,3,2FmCon,TA,Mn,1,0,TA,34.0,901.0,252.0,ALQ,BLQ,Y,RRAn,Norm,SBrkr,211.0,Gd,TA,BrkFace,VinylSd,MnPrv,TA,2,PConc,2,Min1,299.0,1,TA,RFn,TA,Attchd,1565.0,7.355641102974253,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8800.0,14.799805069535616,Inside,Reg,0.0,190,RL,0.0,None,Shed,460.0,6,Names,25.0,7,6,Y,0.0,NA,CompShg,Hip,Abnorml,WD,0.0,Pave,7,3.0,1187.0,436.0,2752.0,19.372478179882243,AllPub,200.0,1965,2000,2006,185900.0,12.132964173709535
2546,534403280,1251.0,7.1316985104669115,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,698.0,553.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,Gd,2,CBlock,1,Typ,461.0,1,TA,RFn,TA,Attchd,1251.0,7.1316985104669115,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8800.0,14.799805069535616,Inside,Reg,0.0,020,RL,425.0,BrkFace,Shed,700.0,3,Names,116.0,6,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,2.0,1251.0,116.0,2502.0,18.91263668120614,AllPub,0.0,1964,1964,2006,160000.0,11.982929094215963
2547,534403400,1488.0,7.305188215393037,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,0.0,260.0,748.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,Gd,1,CBlock,1,Typ,430.0,2,TA,Fin,TA,Attchd,1488.0,7.305188215393037,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,10368.0,15.209805723751373,CulDSac,IR1,0.0,020,RL,112.0,BrkFace,NA,0.0,4,Names,60.0,6,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,2.5,1008.0,214.0,2496.0,18.901156773521873,AllPub,154.0,1964,1964,2006,167000.0,12.025749091398891
2548,534403440,720.0,6.579251212010101,720.0,0.0,NA,4,1Fam,TA,No,0,0,TA,360.0,360.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,240.0,TA,TA,HdBoard,HdBoard,NA,Po,1,CBlock,1,Typ,480.0,2,TA,Fin,TA,Attchd,1440.0,7.272398392570047,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9350.0,14.950609611415837,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,7,Names,32.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1.5,720.0,272.0,2160.0,18.219921895017297,AllPub,0.0,1964,1964,2006,157500.0,11.967180737247824
2549,534427090,1095.0,6.9985096422506015,0.0,0.0,NA,2,2FmCon,TA,Gd,1,0,TA,75.0,513.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,Fa,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,264.0,1,TA,RFn,TA,Attchd,1095.0,6.9985096422506015,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,10382.0,15.213207758907043,Inside,Reg,0.0,190,RL,105.0,BrkFace,NA,0.0,3,Names,0.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,ConLD,0.0,Pave,6,2.0,588.0,0.0,1683.0,17.089547907157126,AllPub,0.0,1958,1958,2006,140000.0,11.84939770159144
2550,534428060,1053.0,6.959398512133975,0.0,180.0,NA,3,1Fam,TA,No,0,1,TA,413.0,567.0,28.0,Rec,BLQ,Y,Norm,Norm,FuseA,0.0,TA,TA,Plywood,Plywood,MnWw,NA,0,CBlock,1,Typ,750.0,2,TA,RFn,TA,2Types,1053.0,6.959398512133975,1,GasA,TA,1Story,1,Ex,Lvl,Gtl,8973.0,14.848133218374855,Inside,Reg,0.0,020,RL,85.0,BrkFace,NA,0.0,7,Names,80.0,7,5,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,6,2.0,1008.0,260.0,2061.0,18.0030594951813,AllPub,0.0,1958,1991,2006,150000.0,11.918390573078392
2551,534429130,1248.0,7.129297548929373,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,616.0,632.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,NA,0,CBlock,1,Typ,286.0,1,TA,Unf,TA,Attchd,1248.0,7.129297548929373,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10800.0,15.312927517522764,Inside,Reg,0.0,020,RL,88.0,BrkFace,NA,0.0,5,Names,0.0,7,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,2.0,1248.0,0.0,2496.0,18.901156773521873,AllPub,0.0,1960,1960,2006,151500.0,11.928340903931561
2552,534430050,816.0,6.704414354964107,0.0,0.0,NA,2,1Fam,TA,No,1,0,TA,242.0,574.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,40.0,TA,TA,MetalSd,MetalSd,MnPrv,Fa,1,CBlock,1,Typ,240.0,1,TA,Unf,TA,Attchd,816.0,6.704414354964107,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8550.0,14.728433840673304,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,7,Names,0.0,8,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,816.0,268.0,1632.0,16.9540189742749,AllPub,228.0,1934,1950,2006,129800.0,11.773750083252127
2553,534430110,1008.0,6.915723448631314,0.0,0.0,NA,2,1Fam,TA,No,0,0,TA,522.0,486.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,120.0,TA,TA,BrkFace,BrkFace,NA,Gd,1,CBlock,1,Typ,275.0,1,TA,RFn,TA,Attchd,1008.0,6.915723448631314,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,11425.0,15.455733807359708,Corner,IR1,0.0,020,RL,0.0,None,NA,0.0,7,Names,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,1.0,1008.0,120.0,2016.0,17.901720489235824,AllPub,0.0,1954,1954,2006,137000.0,11.827736204810263
2554,534431030,1043.0,6.949856455000773,0.0,0.0,NA,2,1Fam,TA,No,0,0,TA,938.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,BrkFace,BrkFace,GdWo,Gd,1,CBlock,1,Typ,273.0,1,TA,Unf,TA,Detchd,1043.0,6.949856455000773,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9724.0,15.048659835970044,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,5,Names,48.0,7,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,1.0,938.0,173.0,1981.0,17.82164258200972,AllPub,125.0,1947,1950,2006,137000.0,11.827736204810263
2555,534451050,774.0,6.651571873589727,456.0,0.0,NA,3,1Fam,TA,No,1,0,TA,363.0,384.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,MnPrv,NA,0,CBlock,1,Typ,305.0,1,TA,Unf,TA,Detchd,1230.0,7.114769448366463,1,GasA,TA,1.5Fin,1,TA,Lvl,Mod,4712.0,13.298101242834623,Inside,IR1,0.0,050,RL,0.0,None,NA,0.0,8,BrkSide,57.0,7,4,Y,0.0,NA,CompShg,Gable,Abnorml,WD,63.0,Pave,5,2.5,747.0,120.0,1977.0,17.81241891825737,AllPub,0.0,1946,1950,2006,121600.0,11.708492248514204
2556,534451120,869.0,6.767343125265392,0.0,0.0,NA,2,1Fam,TA,No,0,0,Gd,440.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,PConc,1,Typ,0.0,0,NA,NA,NA,NA,869.0,6.767343125265392,0,GasA,TA,1Story,1,Fa,Bnk,Gtl,5900.0,13.827868856219231,Inside,IR1,0.0,030,RL,0.0,None,NA,0.0,8,BrkSide,0.0,7,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,1.0,440.0,0.0,1309.0,16.00670485587737,AllPub,0.0,1923,1958,2006,85500.0,11.356271654924852
2557,534451130,747.0,6.616065185132817,0.0,0.0,NA,1,1Fam,TA,Mn,0,0,Fa,600.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,32.0,Gd,TA,MetalSd,MetalSd,NA,NA,0,PConc,1,Typ,528.0,2,TA,Unf,TA,Detchd,747.0,6.616065185132817,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,5825.0,13.797404517342198,Inside,IR1,0.0,030,RL,108.0,BrkFace,NA,0.0,6,BrkSide,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,600.0,32.0,1347.0,16.12727685843217,AllPub,0.0,1926,1953,2006,79900.0,11.288531131754366
2558,534453150,936.0,6.841615476477592,316.0,0.0,NA,3,1Fam,TA,No,0,0,Fa,504.0,0.0,0.0,Unf,Unf,Y,RRAn,Feedr,SBrkr,0.0,TA,TA,AsbShng,Plywood,MnPrv,NA,0,PConc,1,Typ,576.0,2,TA,Unf,TA,Attchd,1252.0,7.132497551660044,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,7438.0,14.386283447550205,Inside,IR1,0.0,050,RL,0.0,None,NA,0.0,6,BrkSide,0.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,504.0,104.0,1756.0,17.277933675153587,AllPub,104.0,1908,1991,2006,127000.0,11.751942365440728
