Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice
2805,907290260,1079.0,840.0,0,NA,3,1Fam,TA,Av,0,0,Gd,1079.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,685.0,2,TA,RFn,Gd,Attchd,1919.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,15611.0,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,7,CollgCr,51.0,5,8,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,8,1079.0,AllPub,0.0,2006,2006,2006,233230
2806,907401050,1390.0,0.0,0,NA,3,1Fam,TA,No,1,0,Gd,390.0,1000.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,545.0,2,TA,RFn,TA,Attchd,1390.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8810.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,3,CollgCr,68.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1390.0,AllPub,0.0,2003,2003,2006,207000
2807,907401080,847.0,1101.0,0,NA,4,1Fam,TA,No,0,0,Gd,847.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,434.0,2,TA,Fin,TA,BuiltIn,1948.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12393.0,FR2,IR2,0.0,060,RL,0.0,None,NA,0.0,9,CollgCr,48.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,847.0,AllPub,100.0,2004,2005,2006,195000
2808,907405030,1700.0,0.0,0,NA,3,1Fam,TA,Av,1,0,Gd,1342.0,340.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,544.0,2,TA,RFn,TA,Attchd,1700.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9135.0,Inside,Reg,0.0,020,RL,120.0,BrkFace,NA,0.0,5,CollgCr,23.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1682.0,AllPub,192.0,2003,2003,2006,200000
2809,907410040,851.0,886.0,0,NA,3,1Fam,Gd,Mn,0,0,Gd,851.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,578.0,2,TA,RFn,TA,Attchd,1737.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8581.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,8,CollgCr,105.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,7,851.0,AllPub,0.0,2006,2006,2006,203160
2810,907410100,784.0,827.0,0,NA,3,1Fam,TA,Av,0,0,Gd,784.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,572.0,2,TA,RFn,TA,Attchd,1611.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8400.0,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,3,CollgCr,36.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,784.0,AllPub,144.0,2005,2005,2006,195800
2811,907410110,1552.0,0.0,0,NA,3,1Fam,TA,Av,0,0,Gd,1528.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,782.0,3,TA,RFn,TA,Attchd,1552.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10084.0,Inside,Reg,0.0,020,RL,196.0,BrkFace,NA,0.0,7,CollgCr,20.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,7,1552.0,AllPub,144.0,2005,2006,2006,212900
2812,907412010,860.0,860.0,0,NA,3,1Fam,TA,No,0,0,Gd,860.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,565.0,2,TA,RFn,TA,Attchd,1720.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11645.0,Corner,IR1,0.0,060,RL,0.0,None,NA,0.0,8,CollgCr,70.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,860.0,AllPub,0.0,2004,2004,2006,196500
2813,907414040,1336.0,0.0,0,NA,3,1Fam,TA,Mn,1,0,Gd,340.0,996.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,502.0,2,TA,Unf,TA,Attchd,1336.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8772.0,FR2,Reg,0.0,020,RL,0.0,None,NA,0.0,9,CollgCr,43.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,6,1336.0,AllPub,136.0,2005,2006,2006,198000
2814,907418020,750.0,750.0,0,NA,3,1Fam,TA,No,0,0,Gd,750.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,564.0,2,TA,RFn,TA,Attchd,1500.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8846.0,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,8,CollgCr,35.0,5,6,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,6,750.0,AllPub,0.0,2005,2006,2006,173900
2815,907420070,728.0,728.0,0,NA,3,1Fam,TA,No,0,0,Gd,728.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,390.0,2,TA,Fin,TA,Attchd,1456.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8461.0,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,7,CollgCr,24.0,5,6,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,8,728.0,AllPub,0.0,2005,2006,2006,163990
2816,907420090,1310.0,0.0,0,NA,3,1Fam,TA,Av,0,0,Gd,1286.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,400.0,2,TA,Fin,TA,Attchd,1310.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8767.0,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,7,CollgCr,0.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,6,1310.0,AllPub,0.0,2005,2005,2006,164990
2817,908102020,760.0,676.0,0,NA,3,1Fam,TA,No,1,0,Gd,166.0,173.0,337.0,Rec,BLQ,Y,Feedr,Norm,SBrkr,0.0,Gd,TA,Plywood,Plywood,NA,NA,0,CBlock,2,Min1,528.0,2,TA,Unf,TA,Attchd,1436.0,0,GasA,Gd,2Story,1,TA,Bnk,Gtl,8777.0,Inside,Reg,0.0,070,RL,0.0,None,Shed,420.0,10,Edwards,0.0,6,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,676.0,AllPub,147.0,1910,2000,2006,98000
2818,908102320,1466.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,1290.0,176.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,Gd,2,CBlock,1,Typ,528.0,2,TA,Fin,TA,Attchd,1466.0,1,GasA,TA,1Story,1,Fa,Lvl,Gtl,17755.0,Inside,Reg,0.0,020,RL,132.0,BrkFace,NA,0.0,11,Edwards,140.0,4,5,Y,0.0,NA,CompShg,Gable,Normal,WD,100.0,Pave,6,1466.0,AllPub,0.0,1959,1959,2006,149900
2819,908102330,1220.0,0.0,0,NA,2,1Fam,Fa,No,0,0,Fa,0.0,836.0,0.0,LwQ,Unf,Y,Norm,Norm,FuseF,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,Typ,396.0,2,TA,Unf,TA,Detchd,1220.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8877.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,4,Edwards,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,COD,0.0,Pave,6,836.0,AllPub,0.0,1951,1951,2006,102000
2820,908103310,1012.0,0.0,0,NA,4,Duplx,TA,Gd,0,2,Gd,0.0,976.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,WdShing,NA,NA,0,CBlock,2,Typ,0.0,0,NA,NA,NA,NA,1012.0,0,GasA,TA,SFoyer,0,TA,Lvl,Gtl,7840.0,CulDSac,IR1,0.0,090,RL,355.0,BrkFace,NA,0.0,10,Edwards,0.0,5,6,Y,0.0,NA,Tar&Grv,Flat,AdjLand,WD,0.0,Pave,4,976.0,AllPub,0.0,1975,1975,2006,127500
2821,908103320,980.0,0.0,0,NA,4,Duplx,Gd,Gd,0,2,Gd,0.0,945.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,WdShing,Plywood,NA,NA,0,CBlock,2,Typ,0.0,0,NA,NA,NA,NA,980.0,0,GasA,TA,SFoyer,0,TA,Lvl,Gtl,9400.0,CulDSac,IR1,0.0,090,RL,250.0,BrkFace,NA,0.0,10,Edwards,0.0,5,6,Y,0.0,NA,Tar&Grv,Flat,AdjLand,WD,0.0,Pave,4,945.0,AllPub,0.0,1975,1975,2006,127500
2822,908127050,1176.0,0.0,0,NA,2,1Fam,TA,Mn,1,0,Gd,329.0,847.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,NA,0,CBlock,1,Typ,360.0,1,TA,Unf,TA,Attchd,1176.0,0,GasA,TA,1Story,1,TA,HLS,Gtl,16133.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,12,Edwards,92.0,4,5,Y,0.0,NA,CompShg,Gable,Abnorml,WD,112.0,Pave,5,1176.0,AllPub,0.0,1969,1969,2006,119900
2823,908128100,806.0,918.0,0,NA,3,1Fam,TA,No,0,0,Gd,796.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,Stucco,NA,Gd,1,PConc,2,Typ,616.0,2,TA,Fin,TA,BuiltIn,1724.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7162.0,Inside,Reg,0.0,060,RL,190.0,BrkFace,NA,0.0,5,Edwards,57.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,8,796.0,AllPub,168.0,2003,2004,2006,196500
2825,908178050,1164.0,1150.0,0,NA,3,1Fam,TA,No,0,0,Ex,1150.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,502.0,2,TA,Fin,TA,BuiltIn,2314.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11060.0,Corner,IR1,0.0,060,RL,0.0,None,NA,0.0,2,Edwards,274.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,ConLD,0.0,Pave,9,1150.0,AllPub,0.0,2003,2005,2006,229000
2826,908186060,1072.0,0.0,0,NA,2,TwnhsE,TA,Gd,1,0,Gd,0.0,547.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,525.0,2,TA,Fin,TA,Basment,1072.0,0,GasA,Gd,SLvl,1,TA,Lvl,Gtl,3675.0,Inside,Reg,0.0,180,RM,80.0,BrkFace,NA,0.0,5,Edwards,28.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,547.0,AllPub,0.0,2005,2005,2006,145000
2827,908186070,1072.0,0.0,0,NA,2,TwnhsE,TA,Gd,1,0,Gd,0.0,547.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,525.0,2,TA,Fin,TA,Basment,1072.0,0,GasA,Gd,SFoyer,1,TA,Lvl,Gtl,3675.0,Inside,Reg,0.0,180,RM,82.0,BrkFace,NA,0.0,6,Edwards,44.0,5,6,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,5,547.0,AllPub,0.0,2005,2006,2006,140000
2828,908186090,1072.0,0.0,0,NA,2,TwnhsE,TA,Gd,1,0,Gd,0.0,547.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,525.0,2,TA,Fin,TA,Basment,1072.0,0,GasA,Gd,SFoyer,1,TA,Lvl,Gtl,3675.0,Inside,Reg,0.0,180,RM,82.0,BrkFace,NA,0.0,10,Edwards,44.0,5,6,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,5,547.0,AllPub,0.0,2005,2006,2006,142500
2829,908188110,970.0,739.0,0,NA,3,TwnhsI,TA,No,0,0,Gd,970.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Maj1,380.0,2,TA,Unf,TA,Detchd,1709.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2522.0,Inside,Reg,0.0,160,RM,50.0,Stone,NA,0.0,5,Edwards,40.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,970.0,AllPub,0.0,2004,2004,2006,134000
2830,908188120,970.0,739.0,0,NA,3,TwnhsI,TA,No,0,0,Gd,970.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Maj1,380.0,2,TA,Unf,TA,Detchd,1709.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2522.0,Inside,Reg,0.0,160,RM,50.0,Stone,NA,0.0,5,Edwards,40.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,970.0,AllPub,0.0,2004,2004,2006,130000
2831,908188130,970.0,739.0,0,NA,3,TwnhsI,TA,No,0,0,Gd,970.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Maj1,380.0,2,TA,Unf,TA,Detchd,1709.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2522.0,Inside,Reg,0.0,160,RM,50.0,Stone,NA,0.0,4,Edwards,40.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,970.0,AllPub,0.0,2004,2006,2006,130000
2832,908188140,970.0,739.0,0,NA,3,TwnhsI,TA,No,0,0,Gd,970.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Maj1,380.0,2,TA,Unf,TA,Detchd,1709.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2522.0,Inside,Reg,0.0,160,RM,50.0,Stone,NA,0.0,4,Edwards,40.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,970.0,AllPub,0.0,2004,2004,2006,137500
2833,908188150,976.0,732.0,0,NA,3,TwnhsE,TA,No,0,0,Gd,976.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Maj1,380.0,2,TA,Unf,TA,Detchd,1708.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3363.0,Inside,Reg,0.0,160,RM,117.0,Stone,NA,0.0,4,Edwards,40.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,976.0,AllPub,0.0,2004,2004,2006,130000
2834,908225180,624.0,312.0,0,NA,3,1Fam,TA,Mn,0,0,Fa,624.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,NA,NA,0,CBlock,1,Typ,265.0,1,Po,Unf,TA,Attchd,936.0,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,6956.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,4,Edwards,0.0,7,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,624.0,AllPub,0.0,1948,1950,2006,97900
2835,908227010,846.0,492.0,0,NA,3,1Fam,Fa,No,0,0,Fa,832.0,0.0,0.0,Unf,Unf,Y,Artery,Norm,FuseF,208.0,Fa,TA,AsbShng,AsbShng,GdPrv,NA,0,BrkTil,2,Typ,528.0,2,TA,Unf,TA,Detchd,1338.0,0,GasA,TA,1.5Fin,1,TA,Bnk,Gtl,7822.0,Corner,Reg,0.0,050,RL,0.0,None,NA,0.0,5,Edwards,0.0,3,6,N,0.0,NA,CompShg,Gable,AdjLand,WD,0.0,Pave,7,832.0,AllPub,0.0,1915,1950,2006,92000
2836,908227030,1093.0,576.0,0,NA,4,1Fam,TA,No,0,0,TA,1093.0,0.0,0.0,Unf,Unf,N,Feedr,Norm,FuseF,56.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,1,Min2,288.0,1,TA,Unf,Fa,Attchd,1669.0,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8707.0,FR2,Reg,0.0,050,RL,0.0,None,NA,0.0,5,Edwards,0.0,5,4,Y,0.0,NA,CompShg,Gable,AdjLand,WD,0.0,Pave,9,1093.0,AllPub,0.0,1924,1950,2006,107000
2837,908227040,658.0,526.0,0,NA,5,1Fam,TA,No,0,0,TA,658.0,0.0,0.0,Unf,Unf,Y,Feedr,Norm,SBrkr,0.0,Fa,TA,Wd Sdng,VinylSd,NA,NA,0,PConc,1,Typ,0.0,0,NA,NA,NA,NA,1184.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8410.0,FR2,Reg,0.0,050,RL,0.0,None,NA,0.0,5,Edwards,151.0,3,5,N,0.0,NA,CompShg,Gambrel,AdjLand,WD,0.0,Pave,8,658.0,AllPub,0.0,1910,1996,2006,81000
2838,908228040,949.0,272.0,0,NA,4,1Fam,TA,No,1,0,TA,392.0,392.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,236.0,Gd,TA,AsbShng,AsbShng,NA,NA,0,BrkTil,1,Typ,392.0,1,TA,Unf,TA,Attchd,1221.0,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,9738.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,3,Edwards,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,784.0,AllPub,0.0,1924,1950,2006,104900
2839,908275220,864.0,0.0,0,NA,2,1Fam,TA,No,1,0,TA,697.0,167.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,WdShing,Plywood,NA,NA,0,CBlock,1,Typ,572.0,2,TA,Unf,TA,Detchd,864.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8172.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,4,Edwards,0.0,7,5,N,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1955,1990,2006,115000
2840,908275290,1482.0,0.0,0,NA,3,1Fam,TA,No,0,1,TA,263.0,691.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,2,Min1,609.0,2,TA,Unf,TA,2Types,1482.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,16012.0,Inside,IR1,0.0,020,RL,60.0,BrkFace,NA,0.0,10,Edwards,30.0,4,4,Y,0.0,NA,CompShg,Hip,Abnorml,WD,0.0,Pave,6,954.0,AllPub,0.0,1954,1968,2006,125000
2841,909101050,686.0,564.0,0,Grvl,3,1Fam,TA,No,0,1,TA,686.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,96.0,TA,TA,Stucco,Stucco,NA,NA,0,BrkTil,1,Typ,280.0,1,TA,Unf,TA,Detchd,1250.0,1,GasW,Gd,1.5Fin,1,Fa,Lvl,Gtl,8248.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,7,Edwards,0.0,7,5,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,686.0,AllPub,207.0,1918,1950,2006,116000
2842,909101080,964.0,0.0,0,Grvl,3,1Fam,TA,No,0,0,TA,864.0,0.0,0.0,Unf,Unf,N,Norm,Norm,SBrkr,112.0,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,1,BrkTil,1,Typ,0.0,0,NA,NA,NA,NA,1414.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8248.0,Inside,Reg,450.0,050,RL,0.0,None,NA,0.0,9,Edwards,0.0,4,4,N,0.0,NA,CompShg,Gable,Abnorml,COD,0.0,Pave,8,864.0,AllPub,0.0,1922,1950,2006,83000
2843,909101190,954.0,795.0,0,NA,5,1Fam,Fa,No,1,0,TA,795.0,0.0,0.0,Unf,Unf,N,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,NA,NA,0,PConc,1,Typ,440.0,1,Gd,Unf,TA,Detchd,2230.0,0,GasA,TA,2.5Fin,1,TA,Bnk,Gtl,6204.0,Inside,Reg,481.0,075,RL,0.0,None,NA,0.0,3,SWISU,188.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,10,795.0,AllPub,0.0,1912,1950,2006,118500
2844,909101330,498.0,0.0,0,Grvl,1,1Fam,TA,No,0,0,TA,498.0,0.0,0.0,Unf,Unf,N,Feedr,Norm,FuseF,100.0,TA,TA,MetalSd,MetalSd,NA,NA,0,BrkTil,1,Typ,216.0,1,Fa,Unf,Fa,Detchd,498.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8088.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,2,Edwards,0.0,3,2,N,0.0,NA,CompShg,Gable,Normal,ConLD,0.0,Pave,3,498.0,AllPub,0.0,1922,1955,2006,35000
2845,909103020,1055.0,218.0,0,NA,3,1Fam,TA,No,0,0,TA,616.0,0.0,0.0,Unf,Unf,N,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,Wd Sdng,NA,NA,0,BrkTil,1,Min2,275.0,1,Fa,Unf,TA,Detchd,1273.0,0,GasA,TA,1.5Fin,1,Gd,Low,Mod,11388.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,9,Edwards,0.0,7,4,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,616.0,AllPub,212.0,1910,1993,2006,121000
2846,909131125,948.0,980.0,0,NA,5,2FmCon,TA,Mn,0,0,TA,686.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,228.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,0.0,0,NA,NA,NA,NA,1928.0,0,GasA,Gd,2Story,2,TA,Lvl,Gtl,7082.0,Inside,Reg,0.0,190,RH,0.0,None,NA,0.0,7,SWISU,0.0,8,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,10,686.0,AllPub,0.0,1916,1995,2006,160000
2847,909175030,1192.0,403.0,0,NA,2,1Fam,TA,No,0,0,TA,552.0,388.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,108.0,TA,TA,Wd Sdng,MetalSd,NA,Gd,2,CBlock,1,Typ,240.0,1,TA,Unf,TA,Attchd,1595.0,0,GasA,Ex,1.5Fin,1,TA,Bnk,Gtl,8400.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,6,SWISU,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,940.0,AllPub,0.0,1940,2000,2006,140000
2848,909176180,1058.0,493.0,0,NA,3,1Fam,TA,No,1,0,Fa,128.0,930.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,MnPrv,NA,0,BrkTil,2,Typ,240.0,1,TA,Unf,Fa,Detchd,1551.0,0,GasA,TA,1.5Fin,1,Fa,Lvl,Gtl,10890.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,7,SWISU,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1058.0,AllPub,0.0,1938,1950,2006,137000
2849,909201180,816.0,524.0,0,NA,3,2FmCon,TA,Av,1,0,TA,0.0,780.0,0.0,BLQ,Unf,N,Feedr,Norm,FuseF,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,Typ,440.0,1,TA,Unf,TA,Attchd,1340.0,0,GasA,TA,1.5Fin,1,TA,Bnk,Gtl,6430.0,Corner,Reg,0.0,190,RH,0.0,None,NA,0.0,7,SWISU,0.0,6,6,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,6,780.0,AllPub,0.0,1945,1950,2006,128000
2850,909250070,743.0,736.0,0,NA,3,1Fam,TA,No,1,0,TA,200.0,424.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,56.0,TA,TA,Wd Sdng,Stucco,MnPrv,Gd,2,BrkTil,1,Typ,312.0,1,TA,Unf,TA,Detchd,1479.0,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7000.0,Inside,Reg,0.0,070,RL,0.0,None,NA,0.0,5,SWISU,0.0,8,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,624.0,AllPub,530.0,1926,1997,2006,160000
2851,909250120,892.0,892.0,0,NA,4,1Fam,TA,Mn,0,0,Gd,747.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseF,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,1,Typ,180.0,1,Fa,Unf,Fa,Detchd,1784.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,13132.0,Inside,Reg,0.0,070,RL,0.0,None,NA,0.0,7,Crawfor,40.0,5,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,747.0,AllPub,203.0,1914,1950,2006,138887
